crop,maturity_stage,hours_since_harvest,temperature_c,humidity_percent,ethylene_ppm,voc_index,co2_ppm,weight_loss_percent,spoilage_risk
Brinjal,Unripe,226,26.55,57.14,0.621,1.864,752.2,7.21,Medium
Onion,Unripe,72,26.8,61.23,0.417,4.27,725.1,0.61,Low
Brinjal,Semi-Ripe,234,29.83,80.38,0.609,3.533,756.2,4.4,Medium
Banana,Ripe,67,26.7,85.74,0.858,3.38,545.7,3.24,Medium
Tomato,Ripe,112,22.44,59.59,5.045,1.851,459.0,4.69,Low
Onion,Unripe,16,26.43,59.32,0.821,3.738,542.8,3.88,Low
Mango,Unripe,174,27.27,54.11,0.548,3.384,609.0,7.27,Low
Brinjal,Unripe,57,27.46,83.68,0.533,2.708,421.9,3.32,Low
Onion,Semi-Ripe,204,27.65,81.45,2.221,1.857,367.9,3.66,Medium
Brinjal,Unripe,31,31.16,66.73,2.01,2.617,465.9,2.61,Low
Tomato,Ripe,28,22.66,51.25,0.712,4.313,407.3,2.26,Low
Mango,Semi-Ripe,113,27.7,52.32,0.269,1.297,648.9,4.79,Low
Onion,Ripe,20,32.16,70.05,0.454,1.62,426.0,0.82,Low
Brinjal,Unripe,79,20.06,74.59,3.336,1.809,511.5,3.13,Low
Brinjal,Unripe,166,27.72,43.21,1.62,2.048,618.0,7.41,Low
Banana,Unripe,121,24.66,64.14,1.047,2.483,653.6,4.28,Low
Onion,Unripe,134,25.52,87.42,3.699,3.554,525.0,2.21,Low
Brinjal,Ripe,21,23.38,65.39,3.939,3.008,546.1,2.14,Low
Brinjal,Ripe,163,26.32,85.88,0.975,2.567,378.0,0.44,Medium
Onion,Ripe,21,34.37,75.79,0.988,2.805,622.8,2.65,Low
Onion,Unripe,137,21.94,54.99,0.665,3.186,651.6,7.11,Medium
Onion,Unripe,190,22.32,64.49,0.819,0.65,300.0,2.64,Low
Brinjal,Semi-Ripe,175,21.79,66.46,0.353,3.679,711.6,1.98,Medium
Mango,Ripe,85,33.91,56.57,0.352,1.591,415.9,2.34,Low
Mango,Unripe,37,25.15,56.36,0.299,2.012,571.4,4.6,Low
Tomato,Unripe,200,26.9,86.08,2.136,2.874,509.3,7.97,Medium
Onion,Ripe,51,25.39,56.27,0.335,2.417,492.8,3.92,Low
Mango,Semi-Ripe,119,23.22,80.94,3.916,3.036,475.2,1.61,Medium
Mango,Semi-Ripe,57,26.06,62.76,0.6,2.656,380.9,3.14,Low
Brinjal,Semi-Ripe,7,36.83,67.69,3.374,2.182,562.9,5.8,Low
Banana,Semi-Ripe,100,32.57,74.74,0.774,4.182,465.7,3.14,Low
Mango,Semi-Ripe,132,23.59,60.82,0.334,3.279,342.9,4.34,Low
Mango,Ripe,183,29.59,74.81,2.456,2.832,375.8,5.13,Medium
Banana,Ripe,174,23.67,43.44,2.668,3.262,344.9,1.81,Low
Brinjal,Unripe,200,19.89,73.28,0.53,1.724,437.0,6.7,Low
Tomato,Unripe,196,31.08,38.38,0.793,4.892,558.2,6.39,Medium
Brinjal,Semi-Ripe,96,31.64,65.28,0.53,1.304,414.7,0.06,Low
Tomato,Ripe,82,31.18,78.25,0.919,2.624,617.1,1.09,Low
Onion,Ripe,145,25.12,75.47,1.078,2.185,485.7,2.49,Medium
Tomato,Ripe,115,26.33,52.42,0.782,2.143,465.3,5.23,Medium
Mango,Semi-Ripe,71,30.0,53.96,0.28,2.0,502.0,2.0,Low
Mango,Unripe,7,28.57,59.74,0.666,1.651,667.4,3.31,Low
Onion,Unripe,114,25.43,70.23,1.636,3.807,335.4,3.54,Low
Mango,Ripe,113,20.52,43.62,0.864,1.175,698.8,3.98,Low
Onion,Ripe,226,27.46,67.84,0.795,3.582,615.2,6.1,High
Mango,Semi-Ripe,195,31.32,71.74,0.521,3.213,497.4,5.33,Medium
Mango,Unripe,64,22.21,64.6,0.652,2.081,642.0,3.23,Low
Banana,Ripe,26,29.56,74.3,2.681,3.086,461.3,3.4,Low
Tomato,Semi-Ripe,189,28.33,70.68,0.45,2.326,534.3,5.16,Low
Tomato,Semi-Ripe,117,30.0,61.5,1.656,1.289,435.0,3.53,Low
Mango,Unripe,10,30.49,44.77,1.033,1.301,616.0,1.84,Low
Brinjal,Semi-Ripe,181,24.22,69.6,1.187,3.221,415.1,8.06,Medium
Tomato,Ripe,83,20.53,56.56,0.599,3.164,493.8,2.7,Low
Onion,Ripe,41,24.87,61.06,0.782,2.766,581.5,5.45,Low
Brinjal,Unripe,158,30.56,73.75,0.996,2.069,625.8,3.16,Low
Mango,Ripe,189,24.83,85.01,0.695,2.291,401.5,6.23,Low
Tomato,Unripe,187,24.22,67.54,1.261,2.142,590.4,7.95,Medium
Banana,Ripe,66,19.71,74.65,1.377,0.578,382.2,2.68,Low
Banana,Semi-Ripe,142,34.01,50.67,4.576,2.567,300.0,3.0,Low
Tomato,Ripe,112,30.3,70.95,1.215,3.075,410.2,3.07,Low
Brinjal,Unripe,209,30.08,67.28,0.262,2.574,600.2,4.97,Medium
Onion,Unripe,45,30.87,82.75,2.257,4.446,498.5,3.62,Low
Banana,Ripe,197,29.31,61.51,0.867,1.395,435.8,4.79,Medium
Banana,Unripe,83,26.02,65.1,4.089,1.773,506.7,2.74,Low
Onion,Semi-Ripe,148,26.34,80.71,2.8,2.646,502.7,7.79,Medium
Mango,Unripe,121,25.29,66.9,0.702,2.768,574.6,3.59,Low
Mango,Semi-Ripe,83,37.54,54.69,1.658,0.409,306.6,2.38,Low
Onion,Unripe,55,29.22,95.0,0.66,3.163,487.7,4.65,Low
Banana,Unripe,87,25.14,55.06,1.002,2.773,514.9,5.07,Medium
Onion,Ripe,146,28.86,67.22,1.605,0.169,336.2,6.79,Low
Onion,Ripe,148,22.96,72.16,2.18,2.372,334.5,7.75,Low
Onion,Semi-Ripe,150,33.02,71.21,1.871,1.611,456.2,4.92,Low
Mango,Semi-Ripe,158,24.36,65.72,1.054,2.001,501.0,3.88,Low
Brinjal,Ripe,12,29.0,65.78,5.688,1.028,501.4,0.0,Low
Banana,Semi-Ripe,95,31.26,65.18,0.775,2.958,433.2,1.95,Low
Brinjal,Unripe,75,28.54,54.61,0.325,4.438,428.3,3.78,Low
Onion,Unripe,95,27.38,93.8,0.371,2.792,452.6,1.51,Medium
Brinjal,Semi-Ripe,92,27.04,65.36,2.806,0.125,535.8,0.75,Low
Banana,Ripe,42,26.77,75.16,0.948,2.814,649.4,3.12,Low
Onion,Semi-Ripe,232,24.69,63.98,1.118,2.286,300.0,6.68,Medium
Onion,Semi-Ripe,0,25.2,63.74,0.684,1.289,574.8,2.06,Low
Mango,Ripe,143,32.92,62.53,0.728,2.889,486.7,5.83,Low
Onion,Unripe,111,26.57,49.4,0.576,3.468,563.1,4.94,Low
Banana,Semi-Ripe,169,23.86,66.07,1.391,1.765,642.3,6.6,Low
Mango,Unripe,200,24.93,63.12,0.934,0.692,409.4,8.81,Medium
Mango,Semi-Ripe,156,31.4,82.06,1.356,0.287,613.3,9.08,Medium
Brinjal,Semi-Ripe,184,29.7,53.64,1.268,1.768,349.5,6.03,Medium
Mango,Ripe,66,29.24,61.07,0.742,2.329,515.3,2.46,Low
Brinjal,Unripe,239,25.97,57.22,0.36,1.932,470.9,5.48,Medium
Banana,Ripe,21,29.29,85.31,0.339,1.748,505.6,5.58,Low
Onion,Semi-Ripe,161,24.43,57.57,8.32,3.125,381.3,2.82,Medium
Tomato,Semi-Ripe,35,25.96,74.75,2.814,3.009,552.4,5.53,Low
Banana,Unripe,56,30.88,79.64,2.555,2.72,690.4,2.87,Low
Mango,Unripe,198,30.5,66.25,0.624,3.398,383.4,5.28,Medium
Brinjal,Semi-Ripe,163,23.07,51.48,1.007,1.778,522.8,3.0,Low
Onion,Unripe,152,23.58,51.63,0.565,1.296,602.7,1.94,Low
Mango,Ripe,199,27.43,78.32,0.399,1.925,464.4,4.39,Low
Onion,Ripe,67,33.9,52.87,0.662,1.85,663.2,5.65,Low
Brinjal,Semi-Ripe,154,19.34,72.7,2.53,0.244,448.4,3.08,Low
Tomato,Ripe,48,28.11,69.37,1.801,1.9,486.0,5.98,Low
Brinjal,Unripe,116,21.5,72.53,0.507,3.715,380.8,2.86,Low
Banana,Ripe,97,24.46,73.66,0.802,3.381,515.2,1.74,Low
Onion,Semi-Ripe,149,25.54,56.8,1.689,3.078,500.4,4.74,Medium
Banana,Ripe,15,25.32,56.29,0.671,2.645,576.3,3.9,Low
Mango,Ripe,6,24.86,76.58,1.057,4.094,423.7,2.91,Low
Tomato,Unripe,7,27.03,60.45,1.325,1.334,418.2,2.86,Low
Tomato,Ripe,63,24.86,35.0,1.315,1.439,555.5,6.14,Low
Brinjal,Ripe,138,21.15,75.79,1.195,3.737,667.7,4.33,Medium
Onion,Ripe,38,30.12,55.56,0.633,2.53,575.5,2.11,Low
Brinjal,Unripe,238,30.01,73.61,0.68,1.762,721.7,3.32,Medium
Brinjal,Ripe,99,30.37,84.71,0.452,3.107,566.6,5.98,Low
Tomato,Unripe,73,20.84,68.2,0.335,2.018,562.3,2.61,Low
Tomato,Unripe,215,28.2,79.95,0.923,1.579,581.5,4.49,Medium
Banana,Semi-Ripe,42,29.7,69.85,1.771,1.548,678.6,4.9,Low
Banana,Unripe,45,22.88,87.05,0.381,2.854,648.5,6.74,Low
Banana,Semi-Ripe,91,27.04,55.25,1.211,2.726,369.8,4.04,Low
Onion,Unripe,17,26.53,67.9,1.732,4.168,596.1,2.46,Low
Mango,Ripe,164,34.37,76.08,0.276,2.181,531.8,4.46,Medium
Onion,Unripe,187,34.7,65.72,0.827,2.162,476.7,3.92,Medium
Mango,Ripe,85,20.34,81.83,3.166,4.084,300.0,2.88,Low
Mango,Ripe,209,36.98,62.82,1.472,3.584,315.2,4.38,Medium
Mango,Unripe,1,23.34,92.83,0.27,2.659,456.3,4.15,Low
Brinjal,Unripe,128,30.92,93.47,1.585,0.783,324.2,3.88,Low
Mango,Ripe,175,30.88,71.38,0.592,1.607,458.7,7.05,Medium
Banana,Semi-Ripe,90,23.02,74.63,1.622,1.34,585.7,3.37,Low
Tomato,Semi-Ripe,228,28.97,82.3,0.617,2.54,430.3,4.58,Medium
Mango,Unripe,103,26.57,53.75,0.964,1.941,510.0,6.04,Low
Tomato,Semi-Ripe,221,29.22,52.26,0.686,4.263,371.6,5.19,Medium
Brinjal,Ripe,158,27.92,83.08,1.002,0.771,535.9,4.17,Medium
Onion,Ripe,55,31.79,71.29,0.672,1.223,561.0,3.22,Low
Mango,Ripe,200,27.3,65.28,0.855,2.769,329.2,7.54,Medium
Onion,Unripe,7,26.33,68.13,0.439,3.074,409.8,3.13,Low
Banana,Ripe,45,31.38,39.37,1.41,0.1,347.9,5.29,Low
Onion,Semi-Ripe,187,29.32,65.71,1.131,0.591,561.1,4.32,Medium
Mango,Semi-Ripe,217,29.93,58.96,0.323,2.21,519.7,7.06,Medium
Onion,Unripe,93,24.34,79.02,2.004,3.992,494.0,4.04,Low
Tomato,Ripe,158,22.82,79.94,0.884,4.577,484.6,5.98,Low
Mango,Unripe,168,24.73,74.92,1.12,2.044,538.7,6.26,Medium
Mango,Ripe,177,24.52,72.75,1.708,2.312,541.1,2.93,Medium
Tomato,Ripe,218,30.14,50.03,1.258,1.579,440.5,5.25,Medium
Onion,Semi-Ripe,20,30.9,75.09,2.261,3.197,423.7,4.46,Low
Mango,Unripe,46,26.38,75.55,0.814,4.181,492.9,5.06,Low
Banana,Semi-Ripe,221,32.72,82.94,2.063,3.882,477.2,7.41,Medium
Tomato,Unripe,131,32.47,93.42,1.09,2.468,747.3,4.26,Medium
Brinjal,Semi-Ripe,127,27.97,47.69,1.427,1.578,453.9,6.8,Medium
Tomato,Unripe,97,23.71,63.34,1.326,2.509,534.8,2.48,Low
Mango,Ripe,87,33.3,59.09,2.383,4.019,555.9,0.85,Low
Onion,Semi-Ripe,59,26.76,70.07,1.657,2.059,668.1,2.71,Low
Onion,Ripe,96,27.5,68.16,0.733,0.503,402.7,5.8,Low
Tomato,Ripe,17,25.64,65.19,0.638,2.104,660.8,0.75,Low
Brinjal,Unripe,70,23.44,80.33,0.966,2.193,482.3,0.69,Low
Brinjal,Ripe,239,21.13,54.78,0.587,0.497,800.2,2.27,Medium
Onion,Unripe,39,29.53,55.51,0.479,2.755,543.5,4.29,Low
Mango,Unripe,176,23.87,55.71,0.225,3.057,352.5,2.01,Low
Mango,Unripe,8,39.24,63.68,0.338,4.546,476.3,3.58,Low
Mango,Ripe,176,22.66,53.26,4.014,1.034,660.4,4.02,Medium
Banana,Ripe,63,21.97,67.42,0.632,3.304,509.8,1.87,Low
Brinjal,Ripe,169,29.04,66.01,3.79,3.564,492.8,2.73,Medium
Tomato,Semi-Ripe,119,33.12,58.56,1.326,3.072,586.3,4.3,Low
Tomato,Unripe,186,27.26,78.49,0.966,1.393,458.6,3.37,Medium
Tomato,Ripe,160,29.29,67.29,0.35,1.329,474.7,4.41,Medium
Mango,Semi-Ripe,134,19.63,80.75,1.003,2.607,386.6,4.83,Low
Banana,Semi-Ripe,176,24.29,65.66,3.76,2.599,707.5,5.71,Medium
Mango,Semi-Ripe,232,22.71,67.71,2.975,1.885,353.3,6.97,Medium
Onion,Unripe,143,19.42,61.25,1.212,3.921,520.3,4.51,Medium
Brinjal,Unripe,41,27.47,67.92,0.448,2.059,557.6,1.1,Low
Tomato,Semi-Ripe,27,18.03,76.55,0.512,0.417,498.4,3.66,Low
Onion,Semi-Ripe,131,21.71,63.06,0.551,2.254,349.5,5.25,Low
Brinjal,Unripe,104,24.85,74.22,2.447,3.028,380.1,3.42,Low
Onion,Semi-Ripe,146,23.67,58.25,3.134,2.876,562.7,3.73,Low
Brinjal,Semi-Ripe,160,28.59,77.11,1.147,2.868,406.4,8.88,Medium
Brinjal,Semi-Ripe,45,28.22,61.04,0.809,4.143,300.0,0.71,Low
Banana,Semi-Ripe,179,30.58,78.22,2.957,1.274,546.4,5.54,Medium
Brinjal,Unripe,238,30.01,68.73,0.504,2.034,395.3,7.24,Medium
Brinjal,Semi-Ripe,78,31.56,86.25,1.037,4.2,575.7,2.82,Medium
Onion,Ripe,223,26.99,54.15,1.383,0.336,475.8,4.87,Low
Banana,Semi-Ripe,223,28.21,50.29,0.547,2.441,470.0,4.45,Medium
Brinjal,Semi-Ripe,100,29.05,60.61,0.641,3.852,506.3,3.7,Low
Onion,Semi-Ripe,191,27.57,51.38,0.607,3.835,363.4,6.41,Low
Brinjal,Unripe,224,25.41,51.41,2.696,3.226,400.9,4.83,Medium
Brinjal,Ripe,205,25.67,75.46,3.819,3.254,468.8,10.56,Medium
Tomato,Ripe,93,23.73,67.95,1.084,1.355,362.7,2.8,Low
Onion,Unripe,160,28.69,62.24,0.829,4.01,585.7,6.9,Low
Onion,Semi-Ripe,142,26.62,63.36,0.657,1.18,463.1,5.18,Low
Mango,Ripe,99,24.35,60.83,1.001,1.246,326.1,3.88,Low
Onion,Semi-Ripe,154,24.35,87.8,0.68,2.927,432.9,7.0,Medium
Onion,Semi-Ripe,225,22.16,59.17,0.934,1.958,512.1,2.32,Medium
Mango,Ripe,6,30.92,52.13,1.335,2.727,446.5,3.34,Low
Onion,Semi-Ripe,217,27.31,77.55,0.753,2.974,548.0,3.81,Medium
Banana,Ripe,88,23.55,65.41,0.876,4.456,568.9,2.77,Low
Tomato,Unripe,199,30.23,92.47,0.878,2.977,788.2,4.02,Medium
Tomato,Semi-Ripe,25,24.76,61.69,0.801,1.82,638.1,1.07,Low
Banana,Unripe,214,21.37,78.15,0.734,3.244,303.6,2.09,Medium
Banana,Unripe,107,31.08,80.99,1.705,1.585,456.8,4.48,Low
Onion,Ripe,220,24.85,61.74,0.29,3.504,468.0,5.02,Medium
Banana,Ripe,103,25.36,59.08,3.01,2.571,569.0,3.19,Low
Mango,Ripe,179,27.16,76.9,1.1,2.941,388.0,6.01,Medium
Mango,Ripe,143,31.57,74.9,1.533,0.541,436.2,5.03,Low
Banana,Semi-Ripe,48,27.08,51.07,1.661,0.1,350.7,2.6,Low
Mango,Semi-Ripe,60,22.2,54.46,0.609,0.848,427.7,8.71,Low
Brinjal,Unripe,129,29.18,37.56,0.527,4.42,432.2,5.88,Low
Tomato,Ripe,117,25.06,75.14,0.485,1.237,462.4,8.3,Low
Onion,Ripe,148,34.55,64.86,0.841,3.306,357.6,3.53,Low
Mango,Unripe,194,27.0,66.05,1.631,1.794,617.8,5.28,Medium
Tomato,Ripe,186,18.06,47.7,0.665,2.236,556.7,2.5,Low
Onion,Unripe,14,28.43,54.82,1.53,2.451,326.1,2.07,Low
Mango,Ripe,119,34.78,62.26,0.191,4.308,503.1,2.88,Low
Brinjal,Unripe,35,33.3,59.93,0.763,3.143,312.2,8.31,Low
Mango,Unripe,123,34.32,69.41,2.264,2.924,661.1,2.73,Low
Onion,Semi-Ripe,129,22.92,75.0,0.887,3.926,693.7,3.63,Low
Tomato,Semi-Ripe,239,30.65,95.0,0.56,1.803,493.3,2.75,Medium
Banana,Unripe,93,24.11,67.76,0.631,3.675,397.7,4.58,Low
Tomato,Ripe,108,27.9,81.38,0.12,3.491,420.3,2.18,Low
Banana,Ripe,123,21.91,58.04,0.492,3.479,445.6,5.63,Low
Brinjal,Unripe,31,24.42,47.9,2.096,2.329,487.2,0.0,Low
Banana,Semi-Ripe,14,24.3,63.77,0.665,2.019,664.5,2.45,Low
Onion,Unripe,171,30.59,48.83,0.722,1.543,614.7,1.23,Medium
Brinjal,Ripe,72,30.2,68.18,0.195,1.612,616.5,2.48,Low
Onion,Ripe,87,28.11,58.63,0.319,1.491,520.5,3.03,Low
Onion,Ripe,239,21.6,44.55,2.3,2.904,361.6,4.29,Low
Onion,Semi-Ripe,59,25.75,88.83,1.54,2.249,407.6,2.31,Low
Banana,Unripe,217,24.02,61.55,0.403,2.975,507.3,6.85,Medium
Onion,Unripe,151,30.48,48.35,0.643,3.037,355.9,8.23,Low
Brinjal,Ripe,63,31.71,78.78,0.98,1.334,536.5,3.87,Low
Tomato,Semi-Ripe,230,31.23,59.26,0.433,1.301,596.6,3.71,Medium
Tomato,Semi-Ripe,149,23.98,81.08,0.246,2.248,565.4,4.4,Low
Mango,Ripe,75,16.04,59.2,0.895,1.647,560.6,2.76,Low
Banana,Semi-Ripe,108,19.93,61.51,1.493,1.532,300.0,5.4,Low
Tomato,Ripe,89,32.69,72.14,1.513,4.365,660.0,4.09,Medium
Banana,Ripe,203,25.39,75.12,1.845,0.813,311.9,2.1,Low
Brinjal,Unripe,112,24.0,77.22,0.337,4.725,481.7,5.82,Low
Brinjal,Ripe,8,33.57,66.92,1.041,2.818,574.2,4.34,Low
Onion,Ripe,165,32.06,74.34,0.829,3.585,543.0,7.17,Medium
Mango,Ripe,182,27.1,76.95,0.941,3.455,346.7,3.75,Low
Tomato,Semi-Ripe,95,25.83,70.41,0.862,3.179,368.2,4.18,Low
Onion,Ripe,222,26.47,66.29,0.63,4.328,534.4,3.03,Medium
Banana,Unripe,102,27.91,50.66,0.121,1.309,561.3,3.63,Low
Brinjal,Unripe,63,33.4,75.19,2.255,2.328,367.1,3.97,Low
Banana,Unripe,168,28.69,68.51,1.26,1.562,547.1,3.37,Medium
Banana,Unripe,30,29.9,63.04,0.354,0.634,318.2,3.48,Low
Tomato,Ripe,237,31.68,83.33,1.393,1.773,574.9,5.65,Medium
Banana,Unripe,164,22.32,50.87,0.731,4.56,393.9,3.66,Low
Onion,Unripe,76,30.02,87.73,0.746,2.309,509.7,5.93,Low
Tomato,Ripe,19,25.82,67.73,0.584,4.682,489.5,2.31,Low
Mango,Unripe,141,16.94,71.81,1.456,4.794,639.3,4.43,Medium
Onion,Semi-Ripe,141,18.49,63.26,0.571,5.795,529.1,1.55,Low
Banana,Ripe,191,22.93,48.0,0.464,4.596,428.1,5.73,Low
Tomato,Semi-Ripe,68,29.12,66.32,2.208,5.094,543.2,2.46,Medium
Onion,Ripe,51,27.46,72.02,0.882,2.858,757.1,4.83,Low
Tomato,Unripe,99,27.74,76.11,0.902,2.751,588.8,1.33,Low
Mango,Unripe,197,34.8,65.62,1.624,2.824,492.9,5.64,Medium
Banana,Semi-Ripe,218,21.92,41.69,0.627,2.5,400.0,1.19,Medium
Mango,Ripe,85,26.89,49.5,0.721,2.665,426.0,4.63,Low
Banana,Semi-Ripe,11,28.22,92.62,1.239,3.327,581.6,2.32,Low
Brinjal,Ripe,26,24.05,54.89,0.34,1.988,393.7,3.53,Low
Banana,Ripe,131,27.11,85.12,1.167,0.985,500.3,2.99,Medium
Banana,Ripe,6,20.6,56.79,0.589,2.9,672.5,0.86,Low
Brinjal,Semi-Ripe,174,32.64,65.81,1.82,1.738,518.0,3.81,Medium
Brinjal,Ripe,7,24.27,75.5,1.466,1.852,370.5,2.93,Low
Brinjal,Ripe,102,35.13,58.16,1.337,2.343,761.3,4.76,Medium
Banana,Unripe,192,26.87,87.11,0.325,2.091,711.5,5.35,Medium
Banana,Unripe,112,31.11,68.91,0.93,3.721,560.1,2.16,Low
Mango,Ripe,162,26.79,73.53,0.439,2.317,653.1,7.75,Medium
Banana,Unripe,80,26.88,64.79,0.975,3.776,468.0,4.06,Low
Tomato,Semi-Ripe,191,24.66,75.9,0.198,2.727,586.9,3.67,Medium
Tomato,Ripe,102,27.48,86.95,0.34,2.403,449.2,4.49,Medium
Onion,Semi-Ripe,181,28.27,66.42,2.299,2.674,337.4,5.13,Low
Onion,Unripe,229,23.86,88.76,1.295,1.079,811.0,4.93,Medium
Mango,Unripe,91,26.5,60.66,0.781,2.872,331.2,3.06,Low
Banana,Semi-Ripe,55,24.56,77.17,0.529,3.434,535.7,4.93,Low
Onion,Semi-Ripe,224,36.2,73.87,0.468,3.59,534.3,8.3,Medium
Banana,Ripe,164,26.64,55.18,1.15,1.013,561.9,0.8,Low
Tomato,Unripe,211,33.18,70.57,0.786,0.829,489.2,7.25,Medium
Banana,Semi-Ripe,91,26.22,68.09,2.953,1.909,490.5,3.63,Low
Onion,Semi-Ripe,83,28.04,57.76,0.879,4.023,516.6,3.92,Low
Mango,Ripe,29,21.71,72.3,1.042,2.743,557.6,5.28,Low
Onion,Unripe,186,25.21,69.76,0.378,1.648,499.8,0.0,Low
Brinjal,Ripe,203,27.84,67.13,0.777,0.902,491.8,6.4,Medium
Tomato,Ripe,197,33.34,67.18,1.132,1.748,341.5,7.17,Medium
Onion,Semi-Ripe,70,27.89,66.92,0.77,1.673,741.6,2.1,Low
Brinjal,Unripe,117,32.53,63.59,0.712,3.529,564.3,1.39,Low
Mango,Unripe,118,29.56,69.68,1.257,3.614,525.1,6.87,Medium
Brinjal,Semi-Ripe,29,33.51,60.27,2.887,1.345,425.1,0.0,Low
Onion,Semi-Ripe,0,26.76,95.0,1.107,3.328,379.6,3.25,Low
Brinjal,Semi-Ripe,80,36.56,51.09,2.228,3.216,603.2,5.3,Low
Onion,Ripe,122,25.06,60.98,1.545,1.202,480.8,4.68,Low
Onion,Semi-Ripe,238,23.93,61.93,2.136,2.408,574.5,6.37,Medium
Mango,Unripe,210,22.16,92.49,0.653,2.875,337.7,4.54,Medium
Tomato,Ripe,172,36.32,52.16,0.865,2.68,685.6,5.4,Medium
Onion,Ripe,232,30.28,73.11,0.868,0.618,608.2,4.01,Medium
Onion,Semi-Ripe,186,25.66,70.98,1.466,2.644,490.3,3.69,Medium
Mango,Semi-Ripe,126,32.0,72.0,1.741,3.2,556.1,4.08,Low
Banana,Ripe,219,29.75,82.84,1.091,4.238,588.9,2.36,Medium
Banana,Unripe,221,34.86,82.59,1.847,1.764,339.6,6.19,Medium
Mango,Semi-Ripe,48,20.81,62.59,0.674,1.9,701.3,0.0,Low
Banana,Unripe,68,25.94,70.33,1.858,2.27,558.0,3.97,Low
Banana,Ripe,233,25.15,45.63,2.036,2.82,415.5,6.12,Medium
Onion,Semi-Ripe,1,19.11,69.19,1.607,2.607,368.4,1.08,Low
Mango,Ripe,124,31.24,58.47,1.098,3.165,618.5,1.77,Low
Tomato,Unripe,92,25.92,65.76,1.648,1.262,525.3,2.87,Low
Banana,Semi-Ripe,179,29.96,47.78,0.535,2.937,557.9,5.8,Medium
Tomato,Unripe,230,36.44,72.86,1.149,1.684,503.2,5.88,High
Tomato,Ripe,76,25.59,47.64,1.234,2.342,379.7,1.41,Low
Brinjal,Semi-Ripe,53,25.32,69.78,0.394,4.379,561.0,3.33,Low
Onion,Unripe,79,27.47,53.28,1.394,0.962,476.3,3.92,Low
Tomato,Semi-Ripe,172,30.95,57.8,0.417,2.193,497.4,4.96,Low
Mango,Ripe,86,24.73,81.86,0.741,1.098,785.2,1.76,Low
Tomato,Unripe,154,24.48,75.06,1.028,2.668,604.3,4.63,Medium
Banana,Semi-Ripe,83,31.23,81.79,0.6,3.653,611.2,5.15,Medium
Banana,Semi-Ripe,178,28.51,86.72,1.059,2.687,826.5,5.6,Medium
Onion,Unripe,15,18.82,58.73,1.048,2.372,546.1,3.42,Low
Onion,Unripe,82,22.1,85.99,0.563,3.961,514.4,6.44,Low
Onion,Semi-Ripe,74,33.0,50.41,1.488,2.864,418.5,3.69,Low
Banana,Ripe,144,28.61,76.95,0.586,3.402,445.7,2.71,Low
Brinjal,Unripe,156,23.95,62.08,4.961,3.287,300.0,2.86,Low
Mango,Semi-Ripe,175,26.32,56.84,0.926,0.1,594.9,4.92,Medium
Tomato,Ripe,217,27.05,75.37,0.44,2.416,348.0,2.52,Low
Onion,Ripe,191,29.94,79.34,0.502,1.314,608.3,4.23,Medium
Onion,Ripe,10,21.57,78.98,2.233,1.588,494.8,3.46,Low
Tomato,Ripe,163,23.64,70.58,0.751,4.122,515.4,6.56,Medium
Tomato,Semi-Ripe,4,28.09,69.58,0.385,2.088,494.9,0.0,Low
Onion,Unripe,99,26.6,74.32,1.818,4.582,666.3,3.87,Medium
Banana,Unripe,142,29.29,71.65,0.748,0.952,645.1,4.08,Low
Brinjal,Semi-Ripe,76,22.08,74.5,1.58,1.308,496.5,3.48,Low
Onion,Ripe,168,28.43,70.45,1.925,3.339,392.1,4.77,Low
Banana,Unripe,191,31.37,78.11,1.212,2.124,610.9,4.73,Medium
Tomato,Ripe,146,28.95,48.47,5.35,2.838,383.1,6.76,Medium
Brinjal,Semi-Ripe,126,27.56,66.42,0.299,2.376,313.4,6.25,Medium
Tomato,Ripe,234,26.62,51.39,0.564,2.343,559.8,9.17,Medium
Brinjal,Unripe,157,23.66,71.32,0.836,2.165,646.2,4.36,Medium
Banana,Semi-Ripe,55,26.71,87.7,4.869,2.697,451.4,2.42,Low
Banana,Semi-Ripe,158,32.04,62.31,3.52,3.206,548.5,2.65,Medium
Banana,Semi-Ripe,115,26.52,69.53,2.465,4.276,450.1,2.95,Low
Onion,Ripe,5,23.44,77.08,0.574,2.277,586.6,3.85,Low
Mango,Semi-Ripe,220,25.03,43.19,0.622,2.067,631.4,6.7,Medium
Onion,Ripe,191,27.8,61.73,0.56,1.925,468.5,6.01,Medium
Onion,Ripe,148,25.51,72.37,0.578,4.117,376.7,3.08,Low
Onion,Semi-Ripe,162,28.94,33.24,2.843,3.259,325.2,3.26,Low
Onion,Unripe,139,29.09,56.28,0.843,0.411,611.1,7.69,Low
Brinjal,Unripe,82,30.56,81.21,0.925,0.363,363.6,1.99,Low
Onion,Unripe,224,32.69,80.04,1.72,1.587,544.6,7.74,Medium
Brinjal,Semi-Ripe,133,30.98,72.49,0.312,2.753,593.3,4.82,Low
Tomato,Unripe,81,23.26,78.59,1.038,2.463,439.8,2.15,Low
Tomato,Ripe,165,23.39,70.58,0.464,3.066,480.1,2.35,Low
Brinjal,Semi-Ripe,37,26.7,74.66,0.814,2.307,619.9,1.7,Low
Banana,Unripe,77,25.2,64.21,0.663,4.037,403.0,4.18,Low
